customerNumber,customerName,contactLastName,contactFirstName,phone,addressLine1,addressLine2,city,state,postalCode,country,salesRepEmployeeNumber,creditLimit,LTV
6028,"Bell, Horton and Miller",Key,Donna,(788)595-7242x0312,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,2512,8071.63,5719.13
1820,"Dawson, Morales and Ward",Hall,Timothy,395.555.4499x00071,890 Chestnut Ave,,Fresno,CA,93701,United States,8488,3611.54,5743.93
4562,Simon Ltd,Moore,Zachary,(657)989-9683x967,134 Pine Dr,,Milwaukee,WI,53201,United States,4433,3553.04,7572.67
1241,Gomez-Wilkinson,Greer,David,001-750-479-4527x660,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,6548,7664.8,4821.54
7455,Garcia PLC,Hart,Stephanie,411.911.1003,123 Cedar St,,Atlanta,GA,30301,United States,1943,3777.42,9762.95
5700,"Smith, Miller and Campbell",Baker,Brandon,(307)715-8571x79345,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,5593,3000.24,3290.71
8214,Castro Group,Harvey,Derek,357.554.9576x659,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,7202,7931.57,5054.52
5403,Ramirez and Sons,Cunningham,Virginia,(648)525-2855x569,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,3514,1289.89,9516.66
3999,Patterson Inc,Santana,Anna,(364)878-1406x07881,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,4482,3256.84,1412.38
9780,Kelley-Roy,Steele,Melinda,+1-965-251-2501x5436,248 Maple Ct,,Baltimore,MD,21201,United States,1469,1043.0,4285.26
2804,Perkins-Griffith,Jones,Kathleen,(251)868-9083x3753,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,3155,4343.22,6875.17
2919,"Graham, Roach and Thomas",Fuentes,Nicole,983-930-6250x406,951 Oak St,,Louisville,KY,40201,United States,3334,5903.3,1704.57
2813,"Quinn, Wilson and Robertson",Fowler,Carolyn,888-998-2007x1044,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,1296,6914.18,8427.74
1821,Chen-Smith,Carson,Robert,001-677-292-5341x08906,123 Chestnut St,,Detroit,MI,48201,United States,7839,3083.39,8831.18
7918,"Booth, Nelson and Velasquez",Johnson,Bryan,+1-311-608-7887x058,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,1388,8269.14,9316.49
5968,Phillips-Gonzalez,Taylor,Samantha,368-388-7811x316,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,1148,7938.82,6016.57
6386,"Torres, Howell and Werner",Fuentes,Nicole,+1-724-974-9048x3657,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,9853,1868.73,5322.15
8281,Pruitt-Butler,Spence,James,(561)508-1668x50608,123 Maple St,Apt 2,New York,NY,10001,United States,9893,1177.91,2277.17
5809,Price-Rodriguez,Chambers,Anthony,(677)497-6425,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,1047,5055.48,9859.3
4399,Savage-Stone,Griffin,Samantha,+1-856-398-2773,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,7341,2081.3,3303.82
2396,Mccall Inc,Johnson,Robin,001-423-543-6859,296 Maple Ave,Apt 6,Seville,Catalonia,41001,Spain,5890,1688.99,6559.96
3175,"Jackson, Frazier and Gordon",Thompson,David,(935)940-1219x28924,890 Chestnut Ave,,Fresno,CA,93701,United States,4536,6992.04,6819.72
6846,"Bentley, Lopez and Nelson",White,Daniel,306.579.7390x5243,19 High St,Apt 21,Leipzig,Berlin,10115,Germany,9868,4174.99,1854.38
6076,Gomez-Huber,Smith,Allison,001-583-920-7048x00836,248 Magnolia Ct,,Austin,TX,73301,United States,8964,9044.85,7101.45
5381,Wong Group,Wilkins,Angela,576.681.8289x74785,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,6899,5318.4,7918.31
9789,Johnson LLC,Franco,Joel,001-949-732-9014,159 Willow Ln,,Memphis,TN,38101,United States,6720,9212.71,8090.31
4672,"Davies, Miller and Williams",Hoffman,Rodney,433.762.5494,460 Oak St,Apt 36,Milan,Piedmont,80100,Italy,9292,7583.06,9389.42
8979,"Palmer, Ochoa and Logan",Thomas,Mary,451-263-3594x1416,248 Maple Ct,,Baltimore,MD,21201,United States,1037,3726.9,7300.96
1668,Cummings LLC,Gaines,Heather,+1-221-738-1455x07397,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,5117,8416.88,5730.89
5380,Garza LLC,Taylor,Ricardo,(950)478-3456x62111,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,1635,9131.87,9305.32
2313,"Scott, Heath and Bass",Molina,Jennifer,336.299.7774,600 Park Ave,Apt 2,Rotterdam,North Holland,3011,Netherlands,7964,3817.84,7203.71
7410,Howe-Kirby,Norman,James,855.236.8416,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,4901,2848.72,6828.33
2088,"May, Sims and Sampson",Harris,Jacqueline,322-790-3478,990 Maple Ave,Apt 7,Milan,Veneto,20100,Italy,6622,7578.21,3765.02
1448,Kirby-Klein,Castro,Danielle,488-705-0618,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,1907,9813.51,8302.79
1317,"Marshall, Hunt and Chambers",Owen,Arthur,885-669-7330,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,5336,7777.26,7617.88
4040,Smith PLC,Branch,Tammy,(646)465-4485x56815,339 Oak St,Apt 40,Utrecht,Limburg,3511,Netherlands,1739,2833.32,2390.58
9157,"Smith, Tran and Middleton",Jones,Holly,001-619-447-4902x150,679 Spruce Ln,,Santa Ana,CA,92701,United States,9537,6213.55,5940.95
2374,Rivera-Rojas,Johnson,Heidi,+1-252-621-7038x8319,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,8267,3141.83,9436.16
5358,"Neal, Thompson and Smith",Murray,Jacqueline,908-554-5561,990 Maple Ave,Apt 7,Milan,Veneto,20100,Italy,1517,6793.76,9992.67
6556,Kelly and Sons,Graham,Linda,(251)655-0178,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,3816,7961.73,9809.5
5891,"Holmes, Lawson and Stewart",Shepard,Stephanie,(345)894-2788,753 Chestnut Cir,,New Orleans,LA,70112,United States,6317,7742.91,2424.5
6524,Sweeney LLC,Castro,Shelly,001-640-800-5830x71960,687 High St,Apt 38,Munich,Saxony,60311,Germany,4428,1238.71,1262.8
6090,"Duncan, Crawford and Davis",Owens,Ashley,315.326.2707x67722,852 Cedar Ave,,Las Vegas,NV,89101,United States,3779,4341.02,3633.04
1681,"Boyd, Williams and Pennington",Hanson,Meredith,9629326686,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,3310,3965.86,5861.48
1527,"Randall, Morales and Davidson",Edwards,James,(204)999-4512,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,5626,8120.23,9436.03
6910,"Hayes, Mcdaniel and Harrison",Chan,Lisa,(207)679-7318x9167,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,3760,3869.68,2619.08
9893,"Brown, Ortiz and Duncan",Sparks,Charles,(249)439-6667,248 Maple Ct,,Baltimore,MD,21201,United States,8234,5102.6,5304.28
7970,Peterson-Simpson,Garcia,Eric,(383)977-4951x0802,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,5711,2500.57,5176.97
1545,"Wilkinson, Spencer and Phelps",Lawrence,Jason,+1-860-451-0054x4211,747 Main St,Apt 13,Barcelona,Andalusia,15001,Spain,7397,6118.92,6318.88
8267,Baldwin PLC,Gallagher,Joshua,(636)583-4667x515,890 Poplar Ave,Suite 20,Columbus,OH,43085,United States,3219,6166.55,1330.36
1930,Franco-Powell,Mejia,Zachary,+1-472-703-1644x18887,321 Cypress Cir,,El Paso,TX,79901,United States,6829,3859.01,9826.9
2055,Jensen and Sons,Mcintosh,Debra,302.889.2824,987 Juniper Rd,,Boston,MA,02101,United States,7902,8722.12,4283.46
9664,"Medina, Price and Lawson",Williams,Amy,(454)766-3107,890 Chestnut Ave,,Fresno,CA,93701,United States,5775,9723.72,6480.89
3277,Kelley Group,Taylor,Charles,549.352.5852x5683,133 Oak St,Apt 16,Venice,Campania,20100,Italy,5897,9875.53,9298.49
1127,Bentley PLC,Kelly,James,+1-410-563-4653x185,508 Maple Ave,Apt 35,Munich,Hamburg,04103,Germany,4309,3989.88,8987.1
3155,Wilson Inc,Molina,Tracy,260.464.7926x633,951 Oak St,,Louisville,KY,40201,United States,7212,2697.25,1972.79
5076,"Brooks, Walker and Alexander",Preston,Raymond,582-821-4880,296 Maple Ave,Apt 6,Seville,Catalonia,41001,Spain,1761,2440.03,9650.76
9402,Washington Ltd,Steele,Misty,915.950.5939x10325,753 Birch Cir,Suite 4,Portland,OR,97201,United States,2619,7371.0,7701.03
2054,Blackburn-Briggs,Harris,Carrie,829.561.7351,addressLine1,addressLine2,city,state,postalCode,country,5216,1004.31,6639.29
4280,"Fletcher, Harris and Walker",Wu,Wendy,001-324-478-6698x9189,987 Cedar Rd,,Philadelphia,PA,19101,United States,3543,6121.84,2357.04
8480,"Thompson, Carter and Sanders",Porter,Andrew,(809)274-3311x87072,679 Spruce Ln,,Santa Ana,CA,92701,United States,9312,3476.2,9949.6
4174,"Garcia, Bautista and Young",Kim,Bobby,6085363189,852 Palm Ave,,Dallas,TX,75201,United States,9834,1509.88,5610.01
8464,Carter-Smith,Morgan,Patricia,(850)698-5386,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,1229,6072.09,5290.92
2633,"Williams, Castillo and Wheeler",Smith,Nicholas,555.289.9438,951 Hickory St,Apt 7,San Jose,CA,95101,United States,7668,4818.08,2025.49
8710,Garcia-Torres,Palmer,Regina,001-252-599-9478x90426,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,6632,3042.73,1955.33
2510,Maldonado-Cain,Marks,Thomas,001-445-569-0339,456 Alder Ave,,Seattle,WA,98101,United States,1058,5254.09,4949.74
9976,Vaughn-Taylor,Ferrell,Steven,588.267.8689x1434,987 Juniper Rd,,Boston,MA,02101,United States,1047,5189.98,9800.37
9997,Chavez Group,Hogan,Carla,001-796-386-8853x4261,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,6170,9901.45,6163.79
5063,Stanley Group,Nelson,Melody,652.996.4007x3296,243 Maple Ave,Apt 13,Valencia,Valencia,28001,Spain,3374,8181.86,8076.37
6872,Good Inc,Mata,Laura,926-455-8759x11922,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,1459,6644.51,4307.07
9342,Morales-Beck,Obrien,Cheryl,+1-414-899-9334,72 Main St,Apt 24,Utrecht,North Holland,3011,Netherlands,1879,9190.57,3505.92
7421,Johnson-Crane,Jackson,Roy,001-861-718-1969x18843,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,6857,2011.48,9805.21
7967,"Martin, Holt and Hopkins",Stevens,Christopher,+1-490-886-3056x42683,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,3807,5042.39,3235.37
3202,"Baxter, George and White",Wagner,Joshua,666.728.9240x9110,134 Pine Dr,,Milwaukee,WI,53201,United States,9439,4798.95,4036.44
7945,Lewis Ltd,Dean,Leslie,+1-446-361-3232x9681,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,3713,2150.44,3706.21
9906,"Campbell, Noble and Johnson",Frye,Ann,001-355-880-5228x2245,679 Dogwood Ln,,Indianapolis,IN,46201,United States,2817,3579.01,6075.64
4070,Hull-Lewis,Schmidt,Clayton,611-333-0923,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,1323,7225.01,1386.32
7806,Bowers-Arias,Craig,Mary,269.966.1841,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,8494,5011.34,4468.55
3104,Daugherty Group,Keller,Meghan,001-483-374-5237,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,2605,4094.66,3378.53
2851,"Ross, Wise and Jimenez",Garcia,Brittany,(389)786-3728x43485,439 Maple Ave,Apt 17,Turin,Lazio,20100,Italy,6300,7856.99,5664.11
8390,Ayers-Jacobson,Johnson,Karen,001-415-539-1601,793 Oak St,Apt 22,A Coruña,Madrid,08001,Spain,4383,4601.99,8930.35
7290,Young-Carroll,Montoya,Megan,2335741051,687 High St,Apt 38,Munich,Saxony,60311,Germany,7380,2041.87,3147.44
4483,Johnson Ltd,Barker,Alyssa,+1-420-821-7333x254,951 Oak St,Apt 7A,Tampa,FL,33601,United States,8925,8086.51,3921.84
5216,"Perkins, Grant and Rodriguez",Parker,Brian,780-854-5327x28122,789 Maple Dr,Apt 3B,Denver,CO,80201,United States,4607,4407.14,7012.65
7433,Lambert-Jones,Martinez,Michael,406.594.4485x7853,159 Sycamore Ln,,Wichita,KS,67201,United States,7011,8075.38,7079.51
2099,Green-Williams,Mccoy,Gregory,001-569-867-0195x871,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,6143,2149.99,1843.3
3088,Smith Inc,Rodriguez,Edward,660.775.9972x179,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,9232,2743.33,6697.0
6991,Porter-Anderson,Jensen,Lance,+1-530-791-0668x96066,321 Spruce Dr,,Omaha,NE,68101,United States,1653,2382.9,5781.92
2666,"Mathis, Mendez and Robinson",Holt,Kimberly,4688061751,511 Main St,Apt 50,Marseille,Provence-Alpes-Côte d'Azur,31000,France,8567,2150.22,6992.36
8043,Thomas-Oneal,Vega,Michelle,971-214-2217x820,600 Park Ave,Apt 2,Rotterdam,North Holland,3011,Netherlands,3212,9746.61,4837.5
1073,"Price, King and Clark",Sharp,Janice,+1-217-631-7224x561,761 Maple Ave,Apt 19,Milan,Lombardy,00100,Italy,1849,7164.71,1225.53
5704,Thomas Inc,Gilmore,Thomas,6582575169,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,4044,1490.22,2619.97
4233,Smith Inc,Lynn,Sarah,429.714.5760x8296,159 Willow Ln,,Memphis,TN,38101,United States,5056,6429.23,6204.39
5083,Lam Inc,Owens,Gabriela,225-453-3191x464,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,9433,5973.11,6419.47
7337,"Stevens, Webb and Jones",Moore,Karen,285-584-7823x1553,753 Chestnut Cir,,New Orleans,LA,70112,United States,1995,7777.92,9934.21
6849,Crane Group,Rice,Anthony,+1-991-914-2061x6242,296 Maple Ave,Apt 6,Seville,Catalonia,41001,Spain,5895,8237.45,3669.64
3561,"Khan, Banks and Brock",Young,Kim,001-461-469-8377x4212,98 Park Ave,Apt 35,Amsterdam,Gelderland,1012,Netherlands,1758,6078.47,4616.98
8548,"Gallagher, Romero and Fuller",Ball,Jenny,605-605-4395x933,951 Hickory St,Apt 7,San Jose,CA,95101,United States,6267,5213.79,1134.26
4733,Foster Group,Fowler,Brandi,9768549352,742 High St,Apt 30,Marseille,Occitanie,69000,France,5267,4490.97,2501.58
4852,"Tucker, Gray and Garner",Fernandez,Lucas,001-750-995-7613x2640,134 Pine Dr,,Milwaukee,WI,53201,United States,2816,2614.0,3205.84
8229,"Garcia, Jackson and Gardner",King,Vincent,001-493-419-3350x80633,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,2004,3736.15,6835.53
8887,Fowler and Sons,Mcgee,Tonya,+1-234-595-6731x5914,134 Pine Dr,,Milwaukee,WI,53201,United States,1496,9286.51,2183.53
5807,Blanchard-Wright,Bryan,Alison,678-918-0102x3572,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,2654,5186.98,3595.64
8994,Bruce-Walker,Hughes,Mary,3388419284,920 Oak St,Apt 11,Milan,Campania,30100,Italy,9881,9130.8,1208.51
8280,Martinez-Andrews,Williams,Warren,993.411.4841,248 Birch Blvd,,Arlington,TX,76001,United States,3663,8351.54,8781.5
4584,"Blair, Herrera and Bennett",Watson,Chelsea,(249)562-0900x3519,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,5961,8923.16,1772.2
4158,Morris-Conrad,Warren,Christine,344.727.6363x8049,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,2929,3027.4,3562.12
7886,Medina LLC,Reed,Sierra,243-527-8972x7857,543 Alder Dr,Suite 15,Kansas City,MO,64101,United States,4598,1367.85,6069.8
9636,Galvan-Buck,Powell,Colin,(738)484-8551,262 Oak St,Apt 12,Marseille,Occitanie,31000,France,8260,7096.67,1872.57
8339,Reed and Sons,Paul,Faith,001-271-700-3189,123 Chestnut St,,Detroit,MI,48201,United States,9032,8514.61,4500.99
6838,"Sanchez, Gill and Casey",Smith,Miguel,9106990515,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,6725,3607.24,2595.14
9953,Henderson-Davis,Gentry,Elizabeth,001-340-281-9338x29895,248 Magnolia Ct,,Austin,TX,73301,United States,6097,6096.68,2253.19
9756,Scott-Ferguson,Park,Adrian,+1-253-490-2154x6788,321 Birch Blvd,,Houston,TX,77001,United States,8402,7800.3,9594.95
2764,Hernandez Group,Sanders,Tammy,336.947.0246x089,852 Maple Ave,,Cleveland,OH,44101,United States,6568,8326.61,3413.0
9524,Mckee-Rice,Miller,David,5778812710,789 Pine Cir,,Raleigh,NC,27601,United States,9887,7731.43,9465.71
4261,"Williams, Reed and Soto",Wang,Jessica,(805)271-6623x4837,852 Cedar Ave,,Las Vegas,NV,89101,United States,1751,7606.24,2532.87
8919,Gonzalez PLC,Miller,Nathaniel,5825545344,543 Beech Dr,Unit 6A,Charlotte,NC,28201,United States,7721,4477.6,6786.03
8174,Brown-Martinez,Zimmerman,Danny,774-677-2141,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,2638,4056.35,6170.69
1797,Burch Ltd,Hawkins,Anthony,946.237.8000x5880,679 Spruce Ln,,Santa Ana,CA,92701,United States,3032,6295.58,9371.13
4218,Flores PLC,Diaz,Kelly,375-853-8446x98548,987 Juniper Rd,,Boston,MA,02101,United States,9276,2729.17,8664.02
9514,Brooks PLC,Pierce,Christopher,406-478-4687x5111,187 Oak St,Apt 39,Utrecht,Gelderland,6811,Netherlands,4596,5243.53,4861.57
3096,Williams Group,Boyer,Lisa,001-647-970-2184,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,7369,3577.26,2090.93
7853,Chavez Group,Webb,John,732.974.8710x461,134 Redwood Dr,,Jacksonville,FL,32201,United States,6667,1203.92,1548.1
2131,"Fowler, Hall and Gomez",Robles,Jorge,+1-255-481-7198x47237,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,1396,6560.91,5918.91
7715,Hoffman PLC,Carlson,Brittney,+1-662-585-3837x4848,439 Maple Ave,Apt 17,Turin,Lazio,20100,Italy,9038,8488.31,2725.31
6761,"Russell, Nguyen and Wilkinson",Bush,Johnathan,(993)617-1794x16319,addressLine1,addressLine2,city,state,postalCode,country,2618,7091.63,8555.46
2845,"Mcbride, Salas and Vargas",Garcia,Ronald,+1-896-280-8439x9102,343 Maple Ave,Apt 9,Berlin,Saxony,20095,Germany,6287,4486.64,1616.59
9795,Jones Inc,Salinas,Travis,745-372-5966x601,49 Oak St,Apt 1,Amsterdam,North Holland,3011,Netherlands,2684,6179.9,9263.8
4372,Martinez Ltd,Rodriguez,Mary,323-659-5861x24355,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,2413,5473.16,4954.62
4100,Woods PLC,Hunter,Tammy,001-712-516-6565x151,56 Maple Ave,Apt 27,Frankfurt,Hamburg,80331,Germany,4674,4289.94,4363.82
7823,Burton-Palmer,Hutchinson,Christopher,001-517-406-7279x471,907 Oak St,,Sacramento,CA,94203,United States,5727,2638.84,6606.66
8644,"Owen, Brown and Anderson",Graham,Caroline,807-445-2906x498,753 Birch Cir,Suite 4,Portland,OR,97201,United States,5492,6685.72,1454.73
4675,"Allen, Mcguire and Terry",Watkins,Thomas,+1-359-849-9267,159 Sycamore Ln,,Wichita,KS,67201,United States,9643,7308.83,5246.12
3296,Ferguson-Allen,Gill,Kimberly,(335)765-2261x2267,187 Park Ave,Apt 42,Munich,Saxony,80331,Germany,2835,8841.14,1628.06
8852,Hayes PLC,Maynard,Michael,(774)436-0711,269 Maple Ave,Apt 21,Turin,Campania,80100,Italy,1202,1292.98,2689.4
9837,"Williams, Hall and Jones",Evans,Samuel,314.341.3655x0615,395 Park Ave,Apt 43,Rome,Veneto,00100,Italy,7606,5894.8,2009.49
5282,"Ferguson, Gutierrez and Jacobson",Baker,Johnny,432-501-9926x40453,717 Oak St,Apt 11,Hamburg,Hesse,10115,Germany,8532,7352.65,2242.64
3273,"Chambers, Richardson and Chambers",Lane,Mark,(752)684-8769x7825,321 Spruce Dr,,Omaha,NE,68101,United States,2954,8563.99,4497.41
8549,Walter and Sons,Sanchez,Michael,615.436.5355x619,679 Spruce Ln,,Santa Ana,CA,92701,United States,8524,1876.84,4953.73
2782,Estes Ltd,Melton,Jennifer,+1-880-644-9807x7820,123 Cedar St,,Atlanta,GA,30301,United States,9916,3452.21,7696.2
9621,"Montgomery, James and Gregory",White,Allen,(245)719-8436,852 Cedar Ave,,Las Vegas,NV,89101,United States,6452,9208.85,1626.93
1024,Knight-Young,Hart,Vincent,432-282-3891x44258,789 Pine Cir,,Raleigh,NC,27601,United States,4538,2890.53,6886.36
9363,Mejia Inc,Callahan,Sandra,+1-745-507-6808x56404,269 Maple Ave,Apt 21,Turin,Campania,80100,Italy,1285,7829.73,6280.8
3549,"Gomez, Hansen and Tucker",Ortiz,Melissa,001-776-385-3265x485,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,3189,6206.31,1456.11
4828,"Rivera, Wheeler and Martinez",Becker,Dillon,(202)931-0049,742 High St,Apt 30,Marseille,Occitanie,69000,France,3508,4344.81,1422.75
1195,Steele PLC,Terry,Ashley,638-526-0134x8553,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,9976,5449.47,1431.2
6479,"Dean, Charles and Lloyd",Armstrong,Christopher,8863348065,248 Maple Ct,,Baltimore,MD,21201,United States,7072,3730.49,8084.03
5366,Newman PLC,Macias,Joseph,400.227.2530x77150,187 Park Ave,Apt 42,Munich,Saxony,80331,Germany,8538,4473.5,7065.14
8126,"Mccoy, Hammond and Bennett",Byrd,Anthony,+1-540-255-4334x2584,134 Pine Ave,Suite 12,Bakersfield,CA,93301,United States,8289,7344.86,7264.11
9542,"Douglas, Gonzalez and Hamilton",Lewis,Steven,(308)628-3805x8757,826 Oak St,Apt 49,Toulouse,Île-de-France,13000,France,7059,1853.77,5569.86
4602,Gray and Sons,Cole,Travis,4496020188,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,3259,2239.01,5844.73
8533,Gallegos Inc,Walsh,Vincent,750.544.3509x3292,893 Oak St,Apt 47,Naples,Lombardy,20100,Italy,2466,6145.87,7509.21
8478,Jordan-Swanson,Hammond,Tyler,+1-295-295-4162x3969,924 Main St,Apt 44,Frankfurt,Hamburg,20095,Germany,2518,9901.44,3649.25
1192,Ford-Sanchez,Sanders,Amy,233-681-4635x0810,159 Spruce Ln,,San Antonio,TX,78201,United States,2584,5588.19,7036.55
6263,Lopez-Garcia,Perez,Jack,469.774.4754,248 Maple Ct,,Baltimore,MD,21201,United States,9326,2792.83,1587.33
4506,Flynn-Matthews,Cole,Jessica,3034560812,467 Cedar St,,Anaheim,CA,92801,United States,6066,8328.38,1415.31
9792,"Miller, Daugherty and Hanson",Woods,Erica,+1-824-286-4323x3519,596 Park Ave,Apt 41,Madrid,Catalonia,28001,Spain,7809,7764.28,4626.0
7872,Li Ltd,Murphy,Linda,001-735-384-1129x47501,456 Alder Ave,,Seattle,WA,98101,United States,5384,5783.6,8869.74
5185,Reid PLC,Reid,Catherine,001-696-549-7106,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,2789,5582.2,3061.96
6529,"Garcia, Coleman and Moss",Chen,Javier,526.597.1059x581,14 Oak St,Apt 35,Venice,Piedmont,00100,Italy,7372,5497.84,2699.51
1670,Mclaughlin-Ortega,Hayes,Kim,505.486.5075x2171,951 Hickory St,Apt 7,San Jose,CA,95101,United States,8984,2617.82,1335.89
6480,"Barnett, Reed and Berg",Wolfe,Roger,658.782.5209x834,358 Main St,Apt 25,Hamburg,Hamburg,60311,Germany,7646,1408.51,1640.08
2982,"Rice, Leach and Monroe",Beard,John,987.764.3483x335,951 Oak St,Apt 7A,Tampa,FL,33601,United States,2487,1217.51,8593.75
4179,"Hood, Diaz and Blair",Mcmillan,Deborah,700-466-9003x52351,652 High St,Apt 34,Bordeaux,Île-de-France,31000,France,7271,5091.59,2212.35
4201,Martin PLC,Wiggins,Laura,+1-480-756-8545,49 Maple Ave,Apt 31,Milan,Piedmont,10100,Italy,3612,7595.96,1705.42
4732,Horton Group,Nichols,Marissa,+1-611-489-7709x04258,654 Redwood St,Unit 8,Colorado Springs,CO,80901,United States,4342,5243.07,3454.71
8150,Lopez-Pena,Chandler,Joseph,001-969-638-0967,187 Park Ave,Apt 42,Munich,Saxony,80331,Germany,7977,5303.51,3565.49
7328,Schroeder Inc,Williamson,Kristin,+1-332-208-5817x6977,608 Park Ave,Apt 2,Venice,Lombardy,00100,Italy,7979,5296.86,7125.35
4368,Gomez-Parker,Walker,Amanda,472.606.7405,123 Cedar St,,Atlanta,GA,30301,United States,3860,5375.87,5287.27
8286,Rogers-Peterson,Johnson,Phillip,(731)256-5936x89886,47 Main St,Apt 17,Frankfurt,Hamburg,10115,Germany,9429,3367.93,9003.83
7711,Larsen LLC,Carter,Kenneth,(463)577-1826x462,852 Palm Ave,,Dallas,TX,75201,United States,5319,4162.92,3464.92
7771,Crawford and Sons,Scott,Marco,5505371043,789 Pine Cir,,Raleigh,NC,27601,United States,3440,9593.86,2526.66
9200,Bass Ltd,Hall,Sara,(224)597-6553x74729,123 Maple St,Apt 2,New York,NY,10001,United States,5858,9356.2,8426.59
7039,"Tucker, Smith and Craig",Williams,Sandra,434.290.2415x96654,407 Park Ave,Apt 15,Venice,Lombardy,80100,Italy,4491,4049.99,5714.55
3533,Elliott Group,Graves,William,+1-494-679-8519x5235,907 Oak St,,Sacramento,CA,94203,United States,1892,4595.13,4187.45
3314,Gregory-Costa,Simmons,Ashley,344.277.5118x221,930 Main St,Apt 32,Utrecht,Utrecht,1012,Netherlands,1649,1553.31,6797.29
1518,"Stokes, Ortega and Davis",Wilkerson,Joseph,603-251-6947x44930,753 Chestnut Cir,,New Orleans,LA,70112,United States,9436,5860.26,7425.4
9768,Harris-Knight,Harris,Christian,+1-750-473-2207,775 Main St,Apt 48,Berlin,Hamburg,20095,Germany,8587,4949.88,9495.74
2310,Taylor-Elliott,Munoz,Jeffrey,(984)489-6782x1583,654 Elm St,Apt 4C,Phoenix,AZ,85001,United States,4027,3300.48,6815.65
8525,Murphy Ltd,Burns,Erica,+1-784-679-8364x7272,467 Spruce St,Apt 5,Albuquerque,NM,87101,United States,7648,6517.85,9992.4
1687,Miller-Jacobs,Singh,Tracy,919.797.2344x2175,679 Redwood Ln,Unit 2C,Tucson,AZ,85701,United States,7354,8907.29,8189.08
3591,Hoover-Mccarthy,Johns,Michael,9819811053,822 Park Ave,Apt 17,Utrecht,Limburg,6211,Netherlands,3179,3934.41,8593.86
3348,Dean-Carr,Hill,Matthew,(355)261-7387x5414,110 Oak St,Apt 6,Marseille,Île-de-France,75000,France,9814,9155.71,4267.75
7620,Smith Ltd,Skinner,Luis,001-708-366-0608x42980,753 Willow Cir,Suite 10,San Diego,CA,92101,United States,4851,3605.98,1902.12
4252,Perez-Tran,Woodward,Michelle,+1-523-853-1805x041,203 Oak St,Apt 28,Munich,Hamburg,10115,Germany,3503,6223.26,8906.03
